"","Date","value","zone","species","metric","creation_date"
"71","2023-04-05",0.169326080864734,"RAMP zone 3","anchovy","Probability of presence",2023-11-22
"72","2023-04-05",0.143383603208717,"RAMP zone 4","anchovy","Probability of presence",2023-11-22
"73","2023-04-06",0.164431206985169,"RAMP zone 3","anchovy","Probability of presence",2023-11-22
"74","2023-04-06",0.145256705612834,"RAMP zone 4","anchovy","Probability of presence",2023-11-22
"75","2023-04-07",0.167235274477052,"RAMP zone 3","anchovy","Probability of presence",2023-11-22
"76","2023-04-07",0.146327787134606,"RAMP zone 4","anchovy","Probability of presence",2023-11-22
"77","2023-04-08",0.159486491843503,"RAMP zone 3","anchovy","Probability of presence",2023-11-22
"78","2023-04-08",0.143321285799161,"RAMP zone 4","anchovy","Probability of presence",2023-11-22
"79","2023-04-09",0.15339814195426,"RAMP zone 3","anchovy","Probability of presence",2023-11-22
"80","2023-04-09",0.13222656925145,"RAMP zone 4","anchovy","Probability of presence",2023-11-22
"81","2023-04-10",0.145744769919029,"RAMP zone 3","anchovy","Probability of presence",2023-11-22
"82","2023-04-10",0.12463545752602,"RAMP zone 4","anchovy","Probability of presence",2023-11-22
"83","2023-04-11",0.137209425503757,"RAMP zone 3","anchovy","Probability of presence",2023-11-22
"84","2023-04-11",0.118398276661354,"RAMP zone 4","anchovy","Probability of presence",2023-11-22
"85","2023-04-12",0.13756498683114,"RAMP zone 3","anchovy","Probability of presence",2023-11-22
"86","2023-04-12",0.119609460345029,"RAMP zone 4","anchovy","Probability of presence",2023-11-22
"87","2023-04-13",0.147595054437982,"RAMP zone 3","anchovy","Probability of presence",2023-11-22
"88","2023-04-13",0.119556707072352,"RAMP zone 4","anchovy","Probability of presence",2023-11-22
"89","2023-04-14",0.151122751974976,"RAMP zone 3","anchovy","Probability of presence",2023-11-22
"90","2023-04-14",0.121070265212202,"RAMP zone 4","anchovy","Probability of presence",2023-11-22
"91","2023-04-15",0.151134667454516,"RAMP zone 3","anchovy","Probability of presence",2023-11-22
"92","2023-04-15",0.12604353786107,"RAMP zone 4","anchovy","Probability of presence",2023-11-22
"93","2023-04-16",0.156764730564412,"RAMP zone 3","anchovy","Probability of presence",2023-11-22
"94","2023-04-16",0.13228151533017,"RAMP zone 4","anchovy","Probability of presence",2023-11-22
"95","2023-04-17",0.16005030103198,"RAMP zone 3","anchovy","Probability of presence",2023-11-22
"96","2023-04-17",0.134511140411832,"RAMP zone 4","anchovy","Probability of presence",2023-11-22
"97","2023-04-18",0.164107622718169,"RAMP zone 3","anchovy","Probability of presence",2023-11-22
"98","2023-04-18",0.138107271683186,"RAMP zone 4","anchovy","Probability of presence",2023-11-22
"99","2023-04-19",0.164637360919669,"RAMP zone 3","anchovy","Probability of presence",2023-11-22
"100","2023-04-19",0.14133813565151,"RAMP zone 4","anchovy","Probability of presence",2023-11-22
"101","2023-04-20",0.165475457081352,"RAMP zone 3","anchovy","Probability of presence",2023-11-22
"102","2023-04-20",0.142594092704237,"RAMP zone 4","anchovy","Probability of presence",2023-11-22
"103","2023-04-21",0.168332344771089,"RAMP zone 3","anchovy","Probability of presence",2023-11-22
"104","2023-04-21",0.121022920904855,"RAMP zone 4","anchovy","Probability of presence",2023-11-22
"105","2023-04-22",0.163504331994518,"RAMP zone 3","anchovy","Probability of presence",2023-11-22
"106","2023-04-22",0.117962817311923,"RAMP zone 4","anchovy","Probability of presence",2023-11-22
"107","2023-04-23",0.152081611413738,"RAMP zone 3","anchovy","Probability of presence",2023-11-22
"108","2023-04-23",0.111577740320803,"RAMP zone 4","anchovy","Probability of presence",2023-11-22
"109","2023-04-24",0.140606081297485,"RAMP zone 3","anchovy","Probability of presence",2023-11-22
"110","2023-04-24",0.104799845950618,"RAMP zone 4","anchovy","Probability of presence",2023-11-22
"111","2023-04-25",0.140255174626216,"RAMP zone 3","anchovy","Probability of presence",2023-11-22
"112","2023-04-25",0.106549769960937,"RAMP zone 4","anchovy","Probability of presence",2023-11-22
"113","2023-04-26",0.130537510009587,"RAMP zone 3","anchovy","Probability of presence",2023-11-22
"114","2023-04-26",0.104628056373838,"RAMP zone 4","anchovy","Probability of presence",2023-11-22
"115","2023-04-27",0.126179474609025,"RAMP zone 3","anchovy","Probability of presence",2023-11-22
"116","2023-04-27",0.10606295699452,"RAMP zone 4","anchovy","Probability of presence",2023-11-22
"117","2023-04-28",0.126903685075829,"RAMP zone 3","anchovy","Probability of presence",2023-11-22
"118","2023-04-28",0.102118019145124,"RAMP zone 4","anchovy","Probability of presence",2023-11-22
"119","2023-04-29",0.132481216231221,"RAMP zone 3","anchovy","Probability of presence",2023-11-22
"120","2023-04-29",0.100257187269852,"RAMP zone 4","anchovy","Probability of presence",2023-11-22
"121","2023-04-30",0.130585800994705,"RAMP zone 3","anchovy","Probability of presence",2023-11-22
"122","2023-04-30",0.107943425682317,"RAMP zone 4","anchovy","Probability of presence",2023-11-22
"123","2023-05-01",0.135876341013677,"RAMP zone 3","anchovy","Probability of presence",2023-11-22
"124","2023-05-01",0.102561582360756,"RAMP zone 4","anchovy","Probability of presence",2023-11-22
"125","2023-05-02",0.144154081371616,"RAMP zone 3","anchovy","Probability of presence",2023-11-22
"126","2023-05-02",0.108502477175551,"RAMP zone 4","anchovy","Probability of presence",2023-11-22
"127","2023-05-03",0.158369427143252,"RAMP zone 3","anchovy","Probability of presence",2023-11-22
"128","2023-05-03",0.11963319848664,"RAMP zone 4","anchovy","Probability of presence",2023-11-22
"129","2023-05-04",0.164907811395278,"RAMP zone 3","anchovy","Probability of presence",2023-11-22
"130","2023-05-04",0.127933486890934,"RAMP zone 4","anchovy","Probability of presence",2023-11-22
"131","2023-05-05",0.171028698185718,"RAMP zone 3","anchovy","Probability of presence",2023-11-22
"132","2023-05-05",0.129550011945983,"RAMP zone 4","anchovy","Probability of presence",2023-11-22
"133","2023-05-06",0.171036716092197,"RAMP zone 3","anchovy","Probability of presence",2023-11-22
"134","2023-05-06",0.13407551709824,"RAMP zone 4","anchovy","Probability of presence",2023-11-22
"135","2023-05-07",0.154067168710321,"RAMP zone 3","anchovy","Probability of presence",2023-11-22
"136","2023-05-07",0.118111294166564,"RAMP zone 4","anchovy","Probability of presence",2023-11-22
"137","2023-05-08",0.15306244231398,"RAMP zone 3","anchovy","Probability of presence",2023-11-22
"138","2023-05-08",0.122263781922972,"RAMP zone 4","anchovy","Probability of presence",2023-11-22
"139","2023-05-09",0.15173329800237,"RAMP zone 3","anchovy","Probability of presence",2023-11-22
"140","2023-05-09",0.115830056698127,"RAMP zone 4","anchovy","Probability of presence",2023-11-22
"141","2023-05-10",0.127986631213885,"RAMP zone 3","anchovy","Probability of presence",2023-11-22
"142","2023-05-10",0.0992578426966933,"RAMP zone 4","anchovy","Probability of presence",2023-11-22
"143","2023-05-11",0.133835122170101,"RAMP zone 3","anchovy","Probability of presence",2023-11-22
"144","2023-05-11",0.109880140019549,"RAMP zone 4","anchovy","Probability of presence",2023-11-22
"145","2023-05-12",0.129936030351649,"RAMP zone 3","anchovy","Probability of presence",2023-11-22
"146","2023-05-12",0.107784649963211,"RAMP zone 4","anchovy","Probability of presence",2023-11-22
"147","2023-05-13",0.132843029627258,"RAMP zone 3","anchovy","Probability of presence",2023-11-22
"148","2023-05-13",0.107210928746126,"RAMP zone 4","anchovy","Probability of presence",2023-11-22
"149","2023-05-14",0.141401009265865,"RAMP zone 3","anchovy","Probability of presence",2023-11-22
"150","2023-05-14",0.109223961476856,"RAMP zone 4","anchovy","Probability of presence",2023-11-22
"151","2023-05-15",0.124391095558495,"RAMP zone 3","anchovy","Probability of presence",2023-11-22
"152","2023-05-15",0.124147348588233,"RAMP zone 4","anchovy","Probability of presence",2023-11-22
"153","2023-05-16",0.138467857983702,"RAMP zone 3","anchovy","Probability of presence",2023-11-22
"154","2023-05-16",0.141291506040198,"RAMP zone 4","anchovy","Probability of presence",2023-11-22
"155","2023-05-17",0.123951933570043,"RAMP zone 3","anchovy","Probability of presence",2023-11-22
"156","2023-05-17",0.132004172690931,"RAMP zone 4","anchovy","Probability of presence",2023-11-22
"157","2023-05-18",0.117851341646738,"RAMP zone 3","anchovy","Probability of presence",2023-11-22
"158","2023-05-18",0.133266329064427,"RAMP zone 4","anchovy","Probability of presence",2023-11-22
"159","2023-05-19",0.137713639634744,"RAMP zone 3","anchovy","Probability of presence",2023-11-22
"160","2023-05-19",0.131039059155899,"RAMP zone 4","anchovy","Probability of presence",2023-11-22
"161","2023-05-20",0.140970603919818,"RAMP zone 3","anchovy","Probability of presence",2023-11-22
"162","2023-05-20",0.135741486609386,"RAMP zone 4","anchovy","Probability of presence",2023-11-22
"163","2023-05-21",0.14151447555753,"RAMP zone 3","anchovy","Probability of presence",2023-11-22
"164","2023-05-21",0.138816943265273,"RAMP zone 4","anchovy","Probability of presence",2023-11-22
"165","2023-05-22",0.134442793526781,"RAMP zone 3","anchovy","Probability of presence",2023-11-22
"166","2023-05-22",0.135932275002829,"RAMP zone 4","anchovy","Probability of presence",2023-11-22
"167","2023-05-23",0.130685310488002,"RAMP zone 3","anchovy","Probability of presence",2023-11-22
"168","2023-05-23",0.127206854228411,"RAMP zone 4","anchovy","Probability of presence",2023-11-22
"169","2023-05-24",0.121816795106699,"RAMP zone 3","anchovy","Probability of presence",2023-11-22
"170","2023-05-24",0.125891890918364,"RAMP zone 4","anchovy","Probability of presence",2023-11-22
"171","2023-05-25",0.115249764192312,"RAMP zone 3","anchovy","Probability of presence",2023-11-22
"172","2023-05-25",0.125126394583992,"RAMP zone 4","anchovy","Probability of presence",2023-11-22
"173","2023-05-26",0.118820857638577,"RAMP zone 3","anchovy","Probability of presence",2023-11-22
"174","2023-05-26",0.131688457873847,"RAMP zone 4","anchovy","Probability of presence",2023-11-22
"175","2023-05-27",0.123438268729963,"RAMP zone 3","anchovy","Probability of presence",2023-11-22
"176","2023-05-27",0.130600317311108,"RAMP zone 4","anchovy","Probability of presence",2023-11-22
"177","2023-05-28",0.122668349666817,"RAMP zone 3","anchovy","Probability of presence",2023-11-22
"178","2023-05-28",0.133874513566153,"RAMP zone 4","anchovy","Probability of presence",2023-11-22
"179","2023-05-29",0.120661812878327,"RAMP zone 3","anchovy","Probability of presence",2023-11-22
"180","2023-05-29",0.134148766699546,"RAMP zone 4","anchovy","Probability of presence",2023-11-22
"181","2023-05-30",0.133459890776765,"RAMP zone 3","anchovy","Probability of presence",2023-11-22
"182","2023-05-30",0.151948615963526,"RAMP zone 4","anchovy","Probability of presence",2023-11-22
"183","2023-05-31",0.141627935261811,"RAMP zone 3","anchovy","Probability of presence",2023-11-22
"184","2023-05-31",0.161924403996259,"RAMP zone 4","anchovy","Probability of presence",2023-11-22
"185","2023-06-01",0.141536008821026,"RAMP zone 3","anchovy","Probability of presence",2023-11-22
"186","2023-06-01",0.16390892304952,"RAMP zone 4","anchovy","Probability of presence",2023-11-22
"187","2023-06-02",0.138850909358686,"RAMP zone 3","anchovy","Probability of presence",2023-11-22
"188","2023-06-02",0.153955165429093,"RAMP zone 4","anchovy","Probability of presence",2023-11-22
"189","2023-06-03",0.136559271455866,"RAMP zone 3","anchovy","Probability of presence",2023-11-22
"190","2023-06-03",0.144720798007501,"RAMP zone 4","anchovy","Probability of presence",2023-11-22
"191","2023-06-04",0.127389959483182,"RAMP zone 3","anchovy","Probability of presence",2023-11-22
"192","2023-06-04",0.153169264212099,"RAMP zone 4","anchovy","Probability of presence",2023-11-22
"193","2023-06-05",0.130596334232551,"RAMP zone 3","anchovy","Probability of presence",2023-11-22
"194","2023-06-05",0.155144574033198,"RAMP zone 4","anchovy","Probability of presence",2023-11-22
"195","2023-06-06",0.123985635118761,"RAMP zone 3","anchovy","Probability of presence",2023-11-22
"196","2023-06-06",0.162218487654275,"RAMP zone 4","anchovy","Probability of presence",2023-11-22
"197","2023-06-07",0.133645494018942,"RAMP zone 3","anchovy","Probability of presence",2023-11-22
"198","2023-06-07",0.168967181608084,"RAMP zone 4","anchovy","Probability of presence",2023-11-22
"199","2023-06-08",0.104381587824766,"RAMP zone 3","anchovy","Probability of presence",2023-11-22
"200","2023-06-08",0.140970389078866,"RAMP zone 4","anchovy","Probability of presence",2023-11-22
"201","2023-06-09",0.11207915971708,"RAMP zone 3","anchovy","Probability of presence",2023-11-22
"202","2023-06-09",0.154560736452062,"RAMP zone 4","anchovy","Probability of presence",2023-11-22
"203","2023-06-10",0.099935648682787,"RAMP zone 3","anchovy","Probability of presence",2023-11-22
"204","2023-06-10",0.147958997860651,"RAMP zone 4","anchovy","Probability of presence",2023-11-22
"205","2023-06-11",0.0838686297734035,"RAMP zone 3","anchovy","Probability of presence",2023-11-22
"206","2023-06-11",0.136457184531929,"RAMP zone 4","anchovy","Probability of presence",2023-11-22
"207","2023-06-12",0.0885449417943655,"RAMP zone 3","anchovy","Probability of presence",2023-11-22
"208","2023-06-12",0.140972171199006,"RAMP zone 4","anchovy","Probability of presence",2023-11-22
"209","2023-06-13",0.117650251779252,"RAMP zone 3","anchovy","Probability of presence",2023-11-22
"210","2023-06-13",0.162824591051557,"RAMP zone 4","anchovy","Probability of presence",2023-11-22
"211","2023-06-14",0.128754753801812,"RAMP zone 3","anchovy","Probability of presence",2023-11-22
"212","2023-06-14",0.174016161677823,"RAMP zone 4","anchovy","Probability of presence",2023-11-22
"213","2023-06-15",0.126689217913458,"RAMP zone 3","anchovy","Probability of presence",2023-11-22
"214","2023-06-15",0.177580806561172,"RAMP zone 4","anchovy","Probability of presence",2023-11-22
"215","2023-06-16",0.13364623959071,"RAMP zone 3","anchovy","Probability of presence",2023-11-22
"216","2023-06-16",0.181788737076809,"RAMP zone 4","anchovy","Probability of presence",2023-11-22
"217","2023-06-17",0.143017329366957,"RAMP zone 3","anchovy","Probability of presence",2023-11-22
"218","2023-06-17",0.187031519662121,"RAMP zone 4","anchovy","Probability of presence",2023-11-22
"219","2023-06-18",0.133407098858617,"RAMP zone 3","anchovy","Probability of presence",2023-11-22
"220","2023-06-18",0.177248062896558,"RAMP zone 4","anchovy","Probability of presence",2023-11-22
"221","2023-06-19",0.102481435569462,"RAMP zone 3","anchovy","Probability of presence",2023-11-22
"222","2023-06-19",0.142539412367967,"RAMP zone 4","anchovy","Probability of presence",2023-11-22
"223","2023-06-20",0.136792485581178,"RAMP zone 3","anchovy","Probability of presence",2023-11-22
"224","2023-06-20",0.170344488652231,"RAMP zone 4","anchovy","Probability of presence",2023-11-22
"225","2023-06-21",0.135646474703665,"RAMP zone 3","anchovy","Probability of presence",2023-11-22
"226","2023-06-21",0.173500628303334,"RAMP zone 4","anchovy","Probability of presence",2023-11-22
"227","2023-06-22",0.132282642622335,"RAMP zone 3","anchovy","Probability of presence",2023-11-22
"228","2023-06-22",0.170363125460273,"RAMP zone 4","anchovy","Probability of presence",2023-11-22
"229","2023-06-23",0.126170948021232,"RAMP zone 3","anchovy","Probability of presence",2023-11-22
"230","2023-06-23",0.167502853640472,"RAMP zone 4","anchovy","Probability of presence",2023-11-22
"231","2023-06-24",0.116757983436308,"RAMP zone 3","anchovy","Probability of presence",2023-11-22
"232","2023-06-24",0.152996754142314,"RAMP zone 4","anchovy","Probability of presence",2023-11-22
"233","2023-06-25",0.102874667249651,"RAMP zone 3","anchovy","Probability of presence",2023-11-22
"234","2023-06-25",0.142602294571089,"RAMP zone 4","anchovy","Probability of presence",2023-11-22
"235","2023-06-26",0.100461218585433,"RAMP zone 3","anchovy","Probability of presence",2023-11-22
"236","2023-06-26",0.140142288985153,"RAMP zone 4","anchovy","Probability of presence",2023-11-22
"237","2023-06-27",0.103506617807297,"RAMP zone 3","anchovy","Probability of presence",2023-11-22
"238","2023-06-27",0.141036441011555,"RAMP zone 4","anchovy","Probability of presence",2023-11-22
"239","2023-06-28",0.10824527557826,"RAMP zone 3","anchovy","Probability of presence",2023-11-22
"240","2023-06-28",0.138682935063192,"RAMP zone 4","anchovy","Probability of presence",2023-11-22
"241","2023-06-29",0.116307271637119,"RAMP zone 3","anchovy","Probability of presence",2023-11-22
"242","2023-06-29",0.144480662733838,"RAMP zone 4","anchovy","Probability of presence",2023-11-22
"243","2023-06-30",0.119608828954131,"RAMP zone 3","anchovy","Probability of presence",2023-11-22
"244","2023-06-30",0.151335371248458,"RAMP zone 4","anchovy","Probability of presence",2023-11-22
"245","2023-07-01",0.12373435789169,"RAMP zone 3","anchovy","Probability of presence",2023-11-22
"246","2023-07-01",0.157835691624852,"RAMP zone 4","anchovy","Probability of presence",2023-11-22
"247","2023-07-02",0.118651944207705,"RAMP zone 3","anchovy","Probability of presence",2023-11-22
"248","2023-07-02",0.15021351833002,"RAMP zone 4","anchovy","Probability of presence",2023-11-22
"249","2023-07-03",0.12832819588822,"RAMP zone 3","anchovy","Probability of presence",2023-11-22
"250","2023-07-03",0.150969693767903,"RAMP zone 4","anchovy","Probability of presence",2023-11-22
"251","2023-07-04",0.141312330847325,"RAMP zone 3","anchovy","Probability of presence",2023-11-22
"252","2023-07-04",0.159714940733406,"RAMP zone 4","anchovy","Probability of presence",2023-11-22
"253","2023-07-05",0.153866651535557,"RAMP zone 3","anchovy","Probability of presence",2023-11-22
"254","2023-07-05",0.164793718517085,"RAMP zone 4","anchovy","Probability of presence",2023-11-22
"255","2023-07-06",0.166782248596427,"RAMP zone 3","anchovy","Probability of presence",2023-11-22
"256","2023-07-06",0.165952133986875,"RAMP zone 4","anchovy","Probability of presence",2023-11-22
"257","2023-07-07",0.158686232864814,"RAMP zone 3","anchovy","Probability of presence",2023-11-22
"258","2023-07-07",0.157833339892007,"RAMP zone 4","anchovy","Probability of presence",2023-11-22
"259","2023-07-08",0.133911602254872,"RAMP zone 3","anchovy","Probability of presence",2023-11-22
"260","2023-07-08",0.139243419460887,"RAMP zone 4","anchovy","Probability of presence",2023-11-22
"261","2023-07-09",0.125893538836362,"RAMP zone 3","anchovy","Probability of presence",2023-11-22
"262","2023-07-09",0.131226453109298,"RAMP zone 4","anchovy","Probability of presence",2023-11-22
"263","2023-07-10",0.136204779882314,"RAMP zone 3","anchovy","Probability of presence",2023-11-22
"264","2023-07-10",0.135257621360211,"RAMP zone 4","anchovy","Probability of presence",2023-11-22
"265","2023-07-11",0.141475169892849,"RAMP zone 3","anchovy","Probability of presence",2023-11-22
"266","2023-07-11",0.137489801293831,"RAMP zone 4","anchovy","Probability of presence",2023-11-22
"267","2023-07-12",0.148073417626172,"RAMP zone 3","anchovy","Probability of presence",2023-11-22
"268","2023-07-12",0.145234677854992,"RAMP zone 4","anchovy","Probability of presence",2023-11-22
"269","2023-07-13",0.152650042011082,"RAMP zone 3","anchovy","Probability of presence",2023-11-22
"270","2023-07-13",0.152461562527671,"RAMP zone 4","anchovy","Probability of presence",2023-11-22
"271","2023-07-14",0.14993033813433,"RAMP zone 3","anchovy","Probability of presence",2023-11-22
"272","2023-07-14",0.145220324457969,"RAMP zone 4","anchovy","Probability of presence",2023-11-22
"273","2023-07-15",0.159549002091624,"RAMP zone 3","anchovy","Probability of presence",2023-11-22
"274","2023-07-15",0.152467777058858,"RAMP zone 4","anchovy","Probability of presence",2023-11-22
"275","2023-07-16",0.158143611467407,"RAMP zone 3","anchovy","Probability of presence",2023-11-22
"276","2023-07-16",0.157591909329763,"RAMP zone 4","anchovy","Probability of presence",2023-11-22
"277","2023-07-17",0.157455158789541,"RAMP zone 3","anchovy","Probability of presence",2023-11-22
"278","2023-07-17",0.166401650550115,"RAMP zone 4","anchovy","Probability of presence",2023-11-22
"279","2023-07-18",0.141070461852147,"RAMP zone 3","anchovy","Probability of presence",2023-11-22
"280","2023-07-18",0.129958383804994,"RAMP zone 4","anchovy","Probability of presence",2023-11-22
"281","2023-07-19",0.139231312484512,"RAMP zone 3","anchovy","Probability of presence",2023-11-22
"282","2023-07-19",0.127823625849964,"RAMP zone 4","anchovy","Probability of presence",2023-11-22
"283","2023-07-20",0.139219041587223,"RAMP zone 3","anchovy","Probability of presence",2023-11-22
"284","2023-07-20",0.125199762975774,"RAMP zone 4","anchovy","Probability of presence",2023-11-22
"285","2023-07-21",0.130193018056669,"RAMP zone 3","anchovy","Probability of presence",2023-11-22
"286","2023-07-21",0.112520901640376,"RAMP zone 4","anchovy","Probability of presence",2023-11-22
"287","2023-07-22",0.128225907246402,"RAMP zone 3","anchovy","Probability of presence",2023-11-22
"288","2023-07-22",0.111443131059396,"RAMP zone 4","anchovy","Probability of presence",2023-11-22
"289","2023-07-23",0.125780484236847,"RAMP zone 3","anchovy","Probability of presence",2023-11-22
"290","2023-07-23",0.112847805807369,"RAMP zone 4","anchovy","Probability of presence",2023-11-22
"291","2023-07-24",0.134985109904959,"RAMP zone 3","anchovy","Probability of presence",2023-11-22
"292","2023-07-24",0.120888074115849,"RAMP zone 4","anchovy","Probability of presence",2023-11-22
"293","2023-07-25",0.132730421861622,"RAMP zone 3","anchovy","Probability of presence",2023-11-22
"294","2023-07-25",0.114888055092861,"RAMP zone 4","anchovy","Probability of presence",2023-11-22
"295","2023-07-26",0.131189788084334,"RAMP zone 3","anchovy","Probability of presence",2023-11-22
"296","2023-07-26",0.110962702715515,"RAMP zone 4","anchovy","Probability of presence",2023-11-22
